,Unnamed: 0,Title,Author,Text,Resource,Label,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
129,129,Fashion Notes: Melania Trump Unveils Christmas Decorations in Metallic Dries Van Noten,['John Binder'],"First Lady Melania Trump unveiled this year’s White House Christmas decorations, patriotically themed “America the Beautiful,” donning a luxe ensemble that mimicked the decor’s regal tones.

Melania Trump walked through the White House, putting the finishing touches on this year’s Christmas decorations, wearing a metallic lamé blouse by Dries Van Noten and a high-waisted black pencil skirt.

The blouse, similar to the shades of silver and gold adorned across the decor, retails for about $1,060.

Mrs. Trump paired the blouse and skirt with a thin gold Ralph Lauren belt and black Christian Louboutin pointed stilettos, a staple of her wardrobe.

Watch below:

View this post on Instagram A post shared by , ?! (@beyaz.wine)

John Binder is a reporter for Breitbart News. Follow him on Twitter at @JxhnBinder.",BreitBart,-1,,,,,,,,,,,,
154,154,"Bette Midler: Doctors Should Sue over SCOTUS Protecting Rights of ‘Super Spreader’ Churches, Synagogues",['David Ng'],"Bette Midler wants doctors and nurses to sue over the Supreme Court’s recent 5-4 ruling confirming the First Amendment rights of people to gather for religious purposes. The Hollywood star said that these “super spreader” events will eventually become a burden on health-care workers.

On Monday, Midler tweeted her disbelief that the high court is allowing people to gather in houses of worship.

“Packing the Supreme Court really works, but for whom? Why do the religious get to gather in super spreader groups, if they will sicken rest of us?” she wrote. “And when they get sick why should any stressed out health-care worker be forced to look after them? Doctors and nurses should sue.”

The Hocus Pocus star made no mention of the Black Lives Matter demonstrations and riots that have taken place in cities across the country, bringing together thousands of protestors in close proximity during the coronavirus pandemic.

Packing the Supreme Court really works, but for whom? Why do the religious get to gather in super spreader groups, if they will sicken rest of us? And when they get sick why should any stressed out health-care worker be forced to look after them? Doctors and nurses should sue. — bettemidler (@BetteMidler) November 27, 2020

Midler also expressed her support for virtual religious services where worshippers practice their faith remotely.

As Breitbart News reported, the Supreme Court’s ruling represents a major victory for the Roman Catholic Diocese of Brooklyn and Orthodox Jewish synagogues in their fight against New York Gov. Andrew Cuomo’s (D) restrictions, which limited house of worship attendance to 10 to 25 people. The plaintiffs argued that the limits violated religious freedom under the First Amendment.

Newly confirmed Justice Amy Coney Barrett sided with the majority in the case, while Chief Justice John Roberts sided with liberal Justices Stephen Breyer, Elena Kagan, and Sonia Sotomayor.

Bette Midler vocally opposed President Donald Trump’s Constitutional right to fill the late Ruth Bader Ginsberg’s Supreme Court seat. She attacked Coney Barrett for her religious affiliations while calling her “the ultimate product” of the Koch brothers, the Heritage Foundation, and other conservative groups.

#AmyConeyBarret, on Board of a school that won’t allow in a student with a gay parent, has been groomed for decades, the ultimate product of #theKochs, #TheFederalists, #TheHeritageFoundation. You working stiffs mean nothing to them. 5 days for one justice and no relief for you. — bettemidler (@BetteMidler) October 27, 2020

Follow David Ng on Twitter @HeyItsDavidNg. Have a tip? Contact me at dng@breitbart.com",BreitBart,-1,,,,,,,,,,,,
791,791,Hotels fit for a KGB officer: Soviet cities in the twilight - in pictures,[],"Museum on the Mountain Suleiman-Too, Osh, Kyrgyzstan, Built in 1978, Architect: K Nazarov The building is an historical-ethnographic museum. Its facade spans the mouth of a cave containing petroglyphs (ancient rock inscriptions) allowing them to be preserved in their original form. The cave is an object of cultural importance and is included on the Unesco world heritage list. The most spectacular architectural element of the museum is its concrete arch with panoramic glazing, divided by vertical ridges. Today, over 400 exhibits from the Kyrgyz Museum of Spiritual Culture are displayed here",TheGuardian,1,,,,,,,,,,,,
960,960,'Mini Brexit': Margaret Thatcher's statue divides her hometown,[],"For a small town in Lincolnshire, which Margaret Thatcher once called home, it’s been an issue as divisive as Brexit: Should Grantham erect a statue commemorating the UK’s first female prime minister?

It’s a simple enough question, but the process of erecting a statue of the Iron Lady, created by sculptor Douglas Jennings has been a long, painstaking and arduous process. The statue was rejected by Westminster council in central London in 2018 because councillors feared it would be a magnet for vandalism and protests.

It was then offered to her home town of Grantham and, following a brisk debate by the planning committee, was approved in 2018. Some hoped that would be the end of it, but the statue remained stored away.

The council’s controversial decision to underwrite a £100,000 unveiling ceremony on Tuesday then reignited the debate on whether the statue should be erected. The vote, in the middle of a global pandemic that has sparked the deepest recession in a generation, has been heavily criticised.

Lee Steptoe, chair of Grantham Labour, said: “We find that in the middle of a pandemic, when the public coffers both on a national level and a local level, are emptying very quickly, their sense of priorities to be absolutely perverse.”

He added: “She was arguably the most divisive prime minister this country’s has ever had and this is an incredibly divisive decision by the local Tories.”

For Amanda Schonhut, director of fundraising for Grantham Museum, which is run by Grantham Community Heritage Association (GCHA), had been pushing to have the statue stand on a green midway between two existing statues, one of the 19th-century MP Frederick James Tollemache and another of Sir Isaac Newton, this is an important step forward.

“It’s been a long hard road. There’s been a few knocks and bumps along the way,” Schonhut said. “It’s nice to see things finally coming to fruition.”

A glass case displaying memorabilia from Margaret Thatcher in the Grantham Museum. Amanda Schonhut, director of the museum said the cost of the unveiling was being funded through private donations. Photograph: Antonio Olmos/The Observer

She was keen to stress that the cost of the unveiling would come from private donations, but accepts the issue will continue to divide the town. “It’s been a bit like a mini Brexit,” she said. She hopes it’ll attract visitors to the museum and the local area.

Labour have called for the statue to be displayed within the museum.

Adam Burgess who lives in Stamford said he was ashamed by the announcement that the council would underwrite the unveiling . “In the area we’re living in we’re seeing a huge number of homeless people, we’re seeing food banks springing up all over the place.”

Burgess added that given Thatcher’s controversial legacy it was a “poorly judged decision” to push ahead with the statue. “There’s got to be better ways to spend that money. To erect a statue of someone who was so divisive and caused a lot of heartache for the working class just seemed like a pretty shit decision, to be honest.”

Ralph Harrison, a retired civil servant who lives in Grantham, disagreed and was pleased that the statue will be put up and soon be unveiled. “It’s a relatively small town that has produced somebody that is known in the world stage and will be in the history books.

“I appreciate there are lots of different views on Margaret Thatcher, she is a very controversial figure, but it’s a question of achievement. She achieved something when becoming the first woman prime minister.”

Independent councillor Ashley Baxter said there had been two notable changes since the council gave permission for the statue to be erected. “The first significant change is that we are now being told that there is a risk that we will have to underwrite the cost of the unveiling event. And the second thing is the whole statue controversy leading with Black Lives Matter and the Edward Coulson statue incident in Bristol and statues around the world. People are questioning a lot more the merit of having statues of divisive figures.”

He added: “I think we really need to think carefully before we go ahead with this, in terms of the policing, in terms of security, in terms of the reputation of the town, there are questions to be asked.”",TheGuardian,1,,,,,,,,,,,,
707,707,'The scientists have done it': Boris Johnson hails Covid vaccine,[],"Boris Johnson has declared that the nation is no longer resting on the hope of a return to normality by spring but instead has the “certain knowledge” that people can reclaim their lives, as he hailed the arrival of the newly approved Covid-19 vaccine.

The prime minister told a Downing Street press conference on Wednesday that “the scientists have done it”, although he stressed that people should not get carried away with “over-optimism”, insisting that they continue to abide by the rules.

The UK is the first western country to license a vaccine against coronavirus, and mass immunisation is expected to begin next week. The Pfizer/BioNTech vaccine has been authorised for emergency use by the Medicines and Healthcare products Regulatory Authority (MHRA) before decisions by the US and Europe.

When and how will I be able to get a Covid vaccine in the UK? Read more

Striking an upbeat tone, Johnson said: “We’re no longer resting on the mere hope that we can return to normal next year in the spring, but rather the sure and certain knowledge that we will succeed and together reclaim our lives and all the things about our lives that we love.”

He added: “We have been waiting and hoping for the day when the searchlights of science would pick out our invisible enemy and give us the power to stop that enemy from making us ill. And now the scientists have done it, and they have used the virus itself to perform a kind of biological jiu-jitsu, to turn the virus on itself in the form of a vaccine.”

There were still “immense logistical challenges”, he said. “So it will inevitably take some months before all the most vulnerable are protected. Long, cold months. So it’s all the more vital that, as we celebrate this scientific achievement, we’re not carried away with over-optimism or fall into the naive belief that the struggle is over.”

As England entered a new strengthened tiered system of coronavirus restrictions on Wednesday, Johnson pleaded with the public to stick to the rules.

Speaking alongside him, the deputy chief medical officer, Jonathan Van-Tam, said he had become emotional watching that morning’s press conference announcing the vaccine’s approval. “And what a momentous … journey and international effort it has been,” Van-Tam said. “Discovery by two scientists who originally lived in Turkey, development by a German biotech company, involvement of a massive US pharmaceutical giant, and then involvement of our own UK MHRA to bring home the goods.”

However, he too cautioned that the rollout would take months rather than weeks, and that restrictions including social distancing must stay in place. “If we relax too soon, if we just kind of go, ‘Oh, the vaccine’s here, let’s abandon caution,’ all you are going to do is create a tidal wave of infections.”

Asked whether Johnson was failing to protect the most vulnerable if care home residents did not end up getting the vaccine first, Van-Tam said it was a “complex product” and “really tricky to handle”, explaining: “It’s not a yoghurt that can be taken out of the fridge and put back in multiple times.”

Van-Tam said he did not think humankind was “going to eradicate coronavirus ever”, but we may get to the point where it becomes “a seasonal problem” like flu. He added: “Do I think there will come a big moment where we have a massive party … and say, ‘That’s it, it’s behind us,’ like the end of the war? No, I don’t.”

Johnson responded: “That may be a good thing ... on the other hand, we may want to get back to life as pretty much as close to normal.”

UK coronavirus live: Johnson confirms it will take months until most of vulnerable group are vaccinated Read more

The UK has purchased 40m doses of the Pfizer jab – enough for 20 million people, as it is administered with two injections 21 days apart. The vaccine, which must be stored at -70C, complicating distribution, has been shown to have 95% efficacy in its final trials. An initial 800,000 doses will be made available next week, and millions more will follow in the coming weeks.",TheGuardian,1,,,,,,,,,,,,
2,2,Lewis Hamilton to guest edit BBC Radio 4's Today programme,[],"It is not yet known which topics Hamilton will tackle for 2020. However, two-time Booker prize-winning writer Atwood will be exploring the idea of change and will speak to Thunberg about the adaptations we should make to save the planet.",BBC,1,,,,,,,,,,,,
394,394,Tourists flock to Four Seasons Total Landscaping after Giuliani debacle,[],"Once far off the beaten path in north-east Philadelphia, the snappilynamed Four Seasons Total Landscaping has become fertile ground for selfie tourism since November’s presidential election.

The owner of the commercial gardening company has spoken out about her “overwhelming” experience, after the business went down in political infamy as the backdrop to a bizarre Trump campaign press conference on the day that the president lost the election to Joe Biden.

In an interview with the Philadelphia Inquirer, Marie Siravo said the business, which offers a range of grounds maintenance services, had been besieged by visitors, gifts and even requests to host weddings.

“Not a day goes by where there’s not a crowd outside,” Siravo said.

The unprepossessing Four Seasons Total Landscaping office found itself the subject of international attention when Donald Trump’s election team chose it to host a press conference contesting the results of the election.

Rudy Giuliani was the main draw at the event, where he made baseless accusations of fraud and, mid-event, learned that Joe Biden had been declared the winner.

“Don’t be ridiculous,” was Giuliani’s response, adding that judges would decide the result, not voters.

Since Giuliani’s 8 November appearance, fans of Four Seasons Total Landscaping have reportedly sent the business cheesesteaks, gift cards, fruit baskets and even beard oil, Siravo said. And tourists have worn a trail to her door, posing and posting pictures of themselves on social media, or spoofs such as the now-disappeared Utah metal monolith/desert litter superimposed in front of the premises.

Breaking News: Utah Monolith reappears at Four Seasons Total Landscaping. Selected by WH to replace AG Bill Barr. (totally legit photo!). pic.twitter.com/KBgJ6kCQgB — Lar (@lartist) December 1, 2020

At Thanksgiving, two sisters met outside Four Seasons Total Landscaping for their holiday meal, Siravo said, while a woman brought her children to stage their holiday card photo with the business as the backdrop.

Others have requested selfies with the business’s branded vehicles, and some have asked if they can hold a party or even wedding at the business, according to the Inquirer.

“This is a construction yard, that’s a liability,” Siravo said drily. The press attention has led to one change, however.

“It did make us paint the back of the building, because we said, ‘Who knew that our garage doors were going to be the back of every Zoom meeting?’”

Four Seasons Total Landscaping, which is memorably located next to a sex shop, swiftly became a byword for politicians’ incompetence and a source of hilarity after the press conference, as people speculated as to whether the Trump campaign had confused the business with the Four Seasons hotel, located in downtown Philadelphia.

I woke up early, still laughing at Rudy Giuliani spewing bullshit from an industrial lot between a crematorium and dildo shop, having booked a press conference into the Four Seasons...wait for it...Total Landscaping. The Trumpist incompetence that delivers this coda. Magical. — David Simon (@AoDespair) November 8, 2020

In nine months a lot of baby girls are going to be named “Georgia” and “Four Seasons Total Landscaping.” — Bess Kalb (@bessbell) November 8, 2020

Trump himself lent weight to the idea of mistaken identity when he tweeted, then deleted, that the press conference was at “Four Seasons, Philadelphia”.

Four Seasons Total Landscaping poured water on the theory, however.

“That’s not the case,” said Sean Middleton, director of sales.

“I gave them the address, I said where we were, where they can meet us, and that was that.”

Four Seasons Total Landscaping moved swiftly to capitalize on the interest. The company expanded its merchandise range to include tree ornaments, sweaters, hoodies, and face masks.

Demand has been high, with the company reportedly selling more than 35,000 products since the Giuliani appearance, totaling $1.3m in sales.

“The response is overwhelming, that there’s still so, so many good people in the world, and they got to laugh with this,” Siravo said.

“And it was nothing we anticipated.”",TheGuardian,1,,,,,,,,,,,,
927,927,Mt Toubkal Long Weekend - Winter,[],"Mt Toubkal, you tricky customer

With our 50th birthdays looming, a few friends decided to take on a challenge. Onto the Exodus website we went... All 4 of us are fairly fit so decided a ""challenging"" level would be just the ticket! Mt Toubkal did not disappoint! It was definitely a challenge! Who knew it could rain and snow so much in August? Because we followed the trip notes, universal packing and read some reviews, we believed we were ready! We just didn't account for the altitude sickness! This took 3 of us out and only one of us made it to the summit.

What was the most inspirational moment of your trip? For me, it was the summit and just before! The hours before the summit were extremely difficult as you are hiking in the dark with just a head torch, following the boots of the person in front. It was steep, raining/hailing so it was slow going. When we stopped just shy of the summit, we witnessed the most amazing sight: A rainbow over the High Atlas Mountains! It was worth all the rain to see this sight. After waking up at 330am, hiking for 4+ hours, the summit was a sight to behold! (even if it was snowing in August... in Morocco... yes, snow in August!)

What did you think of your group leader? Ilyas our group leader and Abdul his assistant were amazing!!! With 3 of my friends ill with altitude sickness, Abdul took incredible care of them. Both Ilyas and Abdul have a great sense of humour and made us all laugh. After 2 days we understood ""Ilyas time"" (ie 5 min in our time is 10 in Ilyas time) and his love of telling time in seconds! Ilyas organised our day well and I now miss someone telling me when to wake up, when to eat and when to start walking! They both gave us a great insight into Moroccan culture and the religion of Islam. I have left knowing I will have a ""home away from home"" in Morocco! Ilyas also organised tours and spa visits on our last day in Marrakesh. He was great!!

Do you have any advice for potential travellers? Be prepared! Be fit! It is definitely NOT a walk in the park. Pack for all weathers including a rain cover for your day pack or at least a dry bag for inside the pack. Also I found sticks a must for descending. And have a head torch, not just a hand held torch because you need your hands to clamber over large rocks ets (also bring extra batteries just in case). Because you start and finish the summit ascent at the refuge, make sure you have clean dry WARM clothes ready for your return to the refuge. Drinks are not served with dinner at the refuge so make sure you have money to buy a drink from the shop or have a bottle of water ready. Also make sure you have dirham change for the hike as you stop at various places to buy juices on the way to the refuge. They won't take big denominations of dirham. Also, its best to have EUROs or Dirhams. Not many places were happy with £ or USD.",TheGuardian,1,,,,,,,,,,,,
1030,1030,Share a story with the Guardian,[],"You can send a news tip direct to Guardian journalists here. For stories that need a high level of security then contact us here

Get in touch with your news tips and stories by filling in our encrypted form below.

If you’re having trouble using the form, click here.

We will contact you if one of our journalists is interested in following up on your story.",TheGuardian,1,,,,,,,,,,,,
1204,1204,"‘I Am A Serial Rapist,’ Announces Trump In Final Pitch Before Election",[],"SEE MORE:

SEE MORE: Vol 56 Issue 44

Share This Story

More from The Onion",TheOnion,-1,,,,,,,,,,,,
109,109,Stacey Abrams to Coach Hollywood Elites on How They Can Help Win Georgia,['Alana Mastrangelo'],"Georgia is now ground zero for the battle for the balance of power in Washington, D.C., as control of the U.S. Senate now hinges on the outcome of the two Senate runoff races. With the Senate majority leadership just a couple seats away, Sen. Chuck Schumer (D-NY) recently declared, “Now we take Georgia, and then we change America.” And failed Georgia gubernatorial candidate and Democratic Party power player Stacey Abrams is more than willing to do her part to see that Schumer’s goal is realized.

Starting on Friday, Abrams will brief Hollywood agents, managers, publicists, and entertainment executives on how they can help elect Georgia U.S. Senate Democrat candidates Jon Ossoff and Raphael Warnock ahead of the runoff elections in according to the Hollywood Reporter.

On January 5, Georgia will have its runoff elections between senator Kelly Loeffler (R) and candidate Raphael Warnockas (D), as well as senator David Perdue (R) and candidate Jon Ossoff (D).

Abrams’ organization Fair Fight is enlisting celebrities like Selena Gomez, Yara Shahidi, Issa Rae, Keke Palmer and Steph Curry for voting videos, as well as dumping millions of dollars to assist over a dozen organizations in their efforts ahead of the runoffs.

“I believe very much in the power of celebrity to cut through the noise of politics,” Abrams said last week.

Celebrities also now believe that they have a vested interest in the turning the state blue, as tax incentives have brought Hollywood productions from California to Georgia in recent years, bringing the celebrities and other staff to the traditionally red state.

“Being someone who worked in Georgia for two years while I shot [Netflix series] Insatiable, I’m really aware of how powerful and impactful the organizers are,” said actress and political activist Alyssa Milano.

New Georgia Project executive director Nse Ufot echoed those sentiments.

“We’ve been talking for quite a bit of time about how we are trying to change the culture of voting — what better way to do that than by partnering with culture workers, people who are literally responsible for helping us shift the narrative and tell better stories about ourselves,” said Ufot. “Our state is growing by leaps and bounds because of an influx of storytellers and people who support them. I think that that could be a secret weapon as we think about the new Georgia.”

LaTosha Brown, the co-founder of the Marxist political organization Black Voters Matter, echoed those sentiments as well, and claimed, “we’re not the headquarters for Southern white male racists” now that Hollywood has imposed itself.

“We’ve seen this transition — Georgia is the number one place for film productions, so this city has become more internationalized, I think one,” said Brown. “I think it’s been attractive to bringing diverse folks to the state.”

You can follow Alana Mastrangelo on Facebook and Twitter at @ARmastrangelo, on Parler at @alana, and on Instagram.",BreitBart,-1,,,,,,,,,,,,
974,974,Today in Focus,[],"Today in

Focus

Listen to the story behind the headlines

for a deeper understanding of the news.

Every weekday with Anushka Asthana.",TheGuardian,1,,,,,,,,,,,,
1064,1064,"Your Horoscopes — Week Of September 22, 2020",[],"Aquarius | Jan. 20 to Feb. 18

Nobody said that it was going to be easy, or fun, or even practical. But then nobody really said much about your desire to take up differential calculus.",TheOnion,-1,,,,,,,,,,,,
1042,1042,Wildlife photographer of the year 2020: people's choice – in pictures,[],"Now in its 56th year, the wildlife photographer of the year showcases the world’s best nature photography. The competition is run by the Natural History Museum in London and the exhibition there runs until 4 July 2021.



This year’s competition attracted more than 50,000 entries from professionals and amateurs across the world. Voting for the The People’s Choice Award is open until 2pm on Tuesday 2 February",TheGuardian,1,,,,,,,,,,,,
744,744,Barack Obama criticizes 'Defund the Police' slogan but faces backlash,[],"Sign up for the Guardian’s First Thing newsletter

Barack Obama chastised Democratic political candidates for using “snappy” slogans like “defund the police” that he argued could turn voters away, in an interview released this week.

“You lost a big audience the minute you say it, which makes it a lot less likely that you’re actually going to get the changes you want done,” the former president told show host Peter Hamby in an interview with Good Luck America, a Snapchat political show.

Here's what interviewing voters taught me about the slogan 'defund the police' | Danny Barefoot Read more

“The key is deciding, do you want to actually get something done, or do you want to feel good among the people you already agree with?” Obama added.

However, Obama also defended the place of young progressives as important “new blood” in the Democratic party, singling out Alexandria Ocasio-Cortez – who has spoken out strongly on the phrase and the essence of defunding police departments to boost social spending.

Former Obama campaign operative Ben LaBolt shared part of the president’s interview with Hamby online on Tuesday before the full interview went live on Snapchat on Wednesday.

Ben LaBolt (@BenLaBolt) President Obama, about the best message architect there is, suggests a thoughtful alternative to ""Defund."" Via @PeterHamby. https://t.co/ai64FDPgTI pic.twitter.com/UABXL5yLmr

The remarks drew immediate backlash from notable, Black progressive Democrats – including the Minnesota congresswoman Ilhan Omar of Minnesota, who stressed “defund the police” was not about mere words but a “demand for equitable investments and budgets for communities across the country”.

Ilhan Omar (@IlhanMN) We lose people in the hands of police. It’s not a slogan but a policy demand. And centering the demand for equitable investments and budgets for communities across the country gets us progress and safety. https://t.co/Vu6inw4ms7

“We didn’t lose Breonna because of a ‘slogan’,” said Kentucky state representative Charles Booker, referencing Breonna Taylor, the Black, Louisville woman who was shot dead in her own apartment by police in March during a botched raid.

Booker broke barriers in 2018 when he became the youngest Black lawmaker elected to the Kentucky state legislature in nearly a century. And he ran a close contest for the Democratic nomination to challenge – ultimately unsuccessfully – the Republican Senate majority leader Mitch McConnell’s seat in the November election.

Charles Booker (@Booker4KY) We didn’t lose Breonna because of a slogan.



Instead of conceding this narrative, let’s shape our own. It’s time we listen to the people, organize and build coalitions around our own message, and cast a vision that inspires us all to lead for change at the ballot box and beyond. https://t.co/mBg7wanaR6

Cori Bush, who made history last month by becoming the first Black woman elected to represent Missouri in Congress shot back at Obama that “Defund the Police” was “not a slogan. It’s a mandate for keeping [Black] people alive.”

“With all due respect, Mr President – let’s talk about losing people,” she said. “We lost Michael Brown Jr. We lost Breonna Taylor. We’re losing our loved ones to police violence.”

The Black Lives Matter movement member’s rise in politics stemmed from her work as a community activist during protests against the shooting death of Mike Brown in Ferguson in 2014.

Bush is also the only candidate to formally run on a platform of defunding the police – a point many analysts say make criticism of the movement unwarranted.

Defund the Police has been a widely used phrase and policy initiative that gained traction over the summer as racial justice and anti-policing protests erupted in response to the killing of George Floyd by Minneapolis police in May.

As a policy initiative, defunding police departments involves the reallocation of local and state resources away from law enforcement into public services, designed to address issues of poverty, inequality and mental health – factors that contribute to crime.

The former president’s comments echoed other moderate Democrats who have taken issue and consider the phrase polarizing, prompting criticism of a progressive movement led by what some have called radical messaging.

Jamaal Bowman (@JamaalBowmanNY) Damn, Mr. President.



Didn’t you say “Trayvon could’ve been my son?”



In 2014, #BlackLivesMatter was too much.



In 2016, Kaepernick was too much.



Today, discussing police budgets is too much.



The problem is America's comfort with Black death -- not discomfort with slogans. https://t.co/DJUSZebgW5

In South Carolina, where the Democratic base is largely composed of Black Americans who skew older and moderate, the Democratic incumbent Joe Cunningham lost his House seat to Republican Nancy Mace in the November election.

In the days following, the South Carolina congressman and House minority whip James Clyburn, who was regarded as instrumental in turning around Joe Biden’s flagging campaign for the Democratic presidential nomination when the moderate was behind leftist champion Bernie Sanders, told NBC News the slogan hurt some Democratic candidates.

“If you instead say ‘Let’s reform the police department so that everybody’s being treated fairly,’” Clyburn offered alternatively. “Not just in policing, but in sentencing, how can we divert young people from getting into crime?’”

While Obama took issue with progressive slogans, he also criticized moderate leadership for failing to recognize the increasingly powerful influence of young, progressives such as Ocasio-Cortez.

The former president chastised the Democratic National Committee for only briefly featuring such democratic socialists in their opening montage during their national convention in Milwaukee in August.

“She speaks to a broad section of young people who are interested in what she has to say, even if they don’t agree with everything she says. You give her a platform,” he said, adding that across political ideologies “new blood is always good” for the party.",TheGuardian,1,,,,,,,,,,,,
364,364,Cyprus Discovered for Solo Travellers,[],"Day

7

Your last optional excursion offers the chance to journey to the traditional village of Agios Georgios Silikou to meet local 'celebrity baker’ Mrs Paraskevi and enjoy a demonstration in the delightful lady’s home. Learn how to make Cypriot bread, olive and halloumi pies in a traditional oven, and sample the end product. After a short stroll through the village of Monagri, where several Cypriot delicacies are produced by the villagers, you will continue with the foodie theme and stop for lunch in a traditional tavern in the wine-making village of Lania. You'll end your gastronomic journey with an afternoon’s visit to the village of Mandria, in the foothills of the mountains, to sample tea made from locally grown herbs. This evening, join your fellow guests for a farewell dinner at the hotel, and a chance to recall your favourite memory of your holiday and toast your new-found friends goodbye.",TheGuardian,1,,,,,,,,,,,,
440,440,Israel moves towards fourth election with dissolution vote,[],"Israel’s parliament has passed a preliminary bill to dissolve itself, a move that threatens to break apart an already fractured coalition government and trigger a fourth election in less than two years.

Wednesday’s vote, which is not final and requires further readings, was largely seen as a gambit by Benny Gantz, the former head of the opposition who reluctantly joined Benjamin Netanyahu’s coalition this year to assert his authority.

The bill passed 61 to 54, with the potential for further legislation to formally dissolve the house as soon as next week, which would lead to an election in the spring. Gantz’s Blue and White party pushed through Wednesday’s bill with support from smaller opposition parties.

In a televised speech on Tuesday night, Gantz, who serves as defence minister, accused the country’s longest-serving leader of lying and sidelining his demands, in particular, a proposed budget.

“Netanyahu likes to compare us to the most progressive and successful countries in the world,” Gantz said. “Show me one other country where a prime minister sabotages his own country’s budget.”

However, he added elections could be avoided if the prime minister agreed to the budget. He said: “Netanyahu, the burden of proof is on you.”

Shortly before Gantz spoke, Netanyahu released a video on Twitter speaking out against the move. “Now is not the time for elections,” Netanyahu said. “Now is the time for unity.”

Negotiations between Blue and White and Netanyahu’s ruling Likud party are expected to continue in the coming days in the hopes of avoiding a costly election.

Under the terms of the coalition government formed in May, Netanyahu serves as prime minister for the first 18 months, after which Gantz will take the leadership role for the remainder of a three-year term.

By agreeing to that deal, Gantz, who entered politics primarily on the promise to oust Netanyahu, disappointed his voters and his own party, which broke apart into factions. Gantz said he acted to end a political crisis during a pandemic after three back-to-back elections failed to produce a clear winner, and that he intended to work with Netanyahu.

“I was well aware of his track record as a ‘serial promise-breaker’, but I thought that the people of Israel are more important than one leader, and that Netanyahu would rise to the occasion. Much to my dismay, that didn’t happen,” Gantz said on Tuesday.

“Netanyahu didn’t lie to me – he lied to all of you.”

For Netanyahu, the unity deal was largely seen as a career-saver, and possibly a chance for him to skirt his legal woes. The 71-year-old politician is a deeply divisive figure and faces three damning criminal corruption cases on charges he denies.

“Netanyahu is on a path of personal survival. The only index for his decision-making is relevance to his ability to evade trial, which is just around the corner,” Gantz said, in reference to hearings next year.

Opposition voices in Israel have said Netanyahu never intended to rotate the prime minister position to Gantz, and prefers to fight another round of elections that could give him a more stable government.

“[Blue and White] was the victim of the most sophisticated political sting operation ever, managed by a first-class, master swindler,” wrote Yossi Verter in Haaretz, a paper deeply critical of the prime minister.

“The prime minister’s ultimate goal is to evade trial. Either by legislation, or by appointing an attorney general who will delay the proceedings, or by any other way his partners in the next coalition will make available.”",TheGuardian,1,,,,,,,,,,,,
607,607,The Guardian view on Poland’s Catholics: losing faith in their church,[],"During the five years in which the Law and Justice (PiS) party has governed in Poland, the lines between politics and religion have become, to put it mildly, blurred. In a sermon last week, for example, the archbishop of Kraków, Marek Jędraszewski, offered episcopal backing for the government’s refusal to sign off on the European Union’s Covid recovery fund.

By linking the fund to a controversial “rule of law” clause, Archbishop Jędraszewski said, Brussels was seeking to impose a “neo-Marxist vision of a new order that rejects God’s kingdom”. The clause, he claimed, was a Trojan horse that would be used to impose abortion on demand, gender “ideology” in schools and other assorted liberal heresies. Bishops and prelates have also lined up alongside the government during its culture wars over Muslim refugees and LGBTQ+ rights. As clerics and ministers operate in authoritarian symbiosis, Poland has at times resembled a theocracy in the heart of the EU.

Ultra-conservatives such as Archbishop Jędraszewski have revelled in this proximity to secular power. But there are intriguing indications that the most influential church in Europe may have overplayed its hand. Increasing numbers of Poles, it seems, are growing tired of being bullied by bishops. A survey earlier this year found that only 35% now take a positive view of the church. Among young people that figure fell to 9%. The number of priests abandoning their vocations is among the highest in Europe.

October’s controversial abortion ruling by Poland’s constitutional court, which, if ratified, would amount to a near-total ban, has generated a huge backlash. The Polish bishops’ conference warned Catholics not to take part in the mass protests that followed the judgment. As some demonstrations targeted churches, PiS’s leader, Jarosław Kaczyński, called on Poles to “defend the church at any price”. But the strength of feeling is such that old taboos are losing their hold. Protests against the court ruling have taken place in small communities where the local church’s authority has seldom been challenged. In one town near Warsaw, the hands of a statue of Saint John Paul II were daubed with red paint.

Sexual abuse scandals highlighted in the Polish media have also significantly eroded trust. John Paul II’s judgment was criticised in last month’s Vatican report into abuse by the disgraced ex-cardinal Theodore McCarrick. The former pope’s secretary, Cardinal Stanisław Dziwisz, has been accused of covering up abuse cases in the Polish church. Many Poles believe that the church’s steadfast support for the PiS government has ensured a hands-off approach by the government into allegations of abuse.

Under Mr Kaczyński, PiS has pioneered a politics that weaponises Christianity in the service of an illiberal nationalism that targets minorities and flouts European norms. Viktor Orbán’s Hungary borrows from the same playbook. In Italy, the leader of the rightwing League party, Matteo Salvini, is rarely seen these days without a rosary. Co-opting scripture for short-term political gain may make sense for opportunistic politicians, but for churches, going along with it is a dangerous game. Last month, a group of prominent priests and lay Catholics called on the Polish church to distance itself from PiS and to “abandon anything which, in the eyes of many, including Catholics, smacks of a throne-altar alliance”. Their statement denounced attempts to “exploit the church for the political interests of the ruling party”. If the country’s ecclesiastical hierarchy is wise, it will pay heed. According to one survey this year, a big majority of Poles still consider themselves religious. But they are rapidly losing faith in their bishops.",TheGuardian,1,,,,,,,,,,,,
